Date,Average,Cheung Chau,Hong Kong International Airport,Hong Kong Observatory,Tseung Kwan O,King's Park,Lau Fau Shan,Peng Chau,Wong Chuk Hang,Shek Kong,Sha Tin,Sheung Shui,Tate's Cairn,Ta Kwu Ling,Tai Mo Shan,Pak Tam Chung (Tsak Yue Wu),Sai Kung,Waglan Island,Wetland Park
2020-04-10,70.11111111,78,60,73,70,68,65,72,68,62,69,65,83,65,66,77,69,81,71
2020-04-11,88.94444444,92,85,88,85,87,89,90,86,85,86,88,100,86,99,87,85,92,91
2020-04-12,54.83333333,64,50,59,51,49,51,60,51,54,49,55,67,50,67,45,48,61,56
2020-04-13,41,50,32,44,41,34,36,46,38,41,38,45,46,40,33,46,42,45,41
2020-04-14,65.55555556,71,52,65,66,60,60,67,64,62,63,68,68,67,69,73,64,70,71
2020-04-15,69.22222222,75,59,66,68,63,66,72,72,66,68,70,71,70,68,74,70,75,73
2020-04-16,77.55555556,87,68,77,77,76,75,81,80,72,74,76,77,78,75,81,79,83,80
2020-04-17,80.11111111,88,69,79,80,78,75,81,79,76,77,78,89,78,82,81,81,89,82
2020-04-18,82.5,91,73,81,82,81,79,86,83,78,78,81,88,82,79,85,84,93,81
2020-04-19,82.61111111,89,76,80,78,80,80,86,84,77,77,79,91,80,93,83,82,90,82
2020-04-20,82.77777778,89,76,81,78,81,80,88,86,79,76,80,92,80,92,81,78,87,86
2020-04-21,84.83333333,90,74,82,84,81,77,87,86,77,80,80,95,84,98,88,86,94,84
2020-04-22,92.61111111,95,86,94,91,94,88,93,91,89,90,88,100,92,99,92,89,96,100
2020-04-23,90.44444444,96,86,89,89,87,92,91,85,88,87,87,100,89,100,90,84,94,94
2020-04-24,86.22222222,92,83,84,85,80,85,91,81,85,82,82,100,84,100,86,79,93,80
2020-04-25,83.77777778,88,79,83,81,80,81,86,81,86,80,84,96,84,97,84,78,86,74
2020-04-26,76.5,81,67,75,76,72,73,79,80,76,74,75,83,76,83,78,75,80,74
2020-04-27,67.27777778,77,60,65,66,59,67,71,66,66,66,65,69,67,64,72,64,76,71
2020-04-28,64.05555556,70,50,64,66,61,58,65,61,59,66,62,73,63,57,74,64,74,66
2020-04-29,73.55555556,80,68,72,73,72,74,77,71,70,70,68,85,70,69,76,73,83,73
2020-04-30,73.44444444,85,64,74,78,71,68,78,75,68,71,70,76,72,59,80,78,86,69
2020-05-01,82.16666667,87,74,81,79,80,78,84,84,79,79,80,94,81,87,84,82,88,78
2020-05-02,79.94444444,86,72,77,76,77,77,82,82,77,75,77,89,81,87,81,80,85,78
2020-05-03,78.88888889,88,72,78,73,78,77,82,83,75,74,74,89,76,88,78,71,87,77
2020-05-04,80.38888889,89,73,79,73,79,78,83,84,79,77,76,92,78,85,82,75,87,78
2020-05-05,80,90,72,80,72,79,73,83,83,77,77,73,96,76,99,78,71,87,74
2020-05-06,82.88888889,89,74,81,78,80,77,88,88,80,77,77,95,78,99,84,80,89,78
2020-05-07,82.83333333,89,74,81,82,79,77,88,86,77,74,73,96,75,99,85,87,90,79
2020-05-08,83.88888889,90,74,81,82,80,77,89,88,82,75,76,98,77,100,86,84,90,81
2020-05-09,83.77777778,92,73,79,78,79,78,90,88,81,79,79,97,81,100,87,80,87,80
2020-05-10,80.88888889,89,72,78,73,78,80,86,83,79,77,77,89,81,92,84,76,84,78
2020-05-11,80.38888889,82,71,76,77,74,81,82,79,79,79,80,88,83,93,85,78,82,78
2020-05-12,84.94444444,89,78,82,87,81,83,87,82,84,80,86,94,84,92,86,81,90,83
2020-05-13,85.05555556,89,77,84,86,83,83,86,85,83,83,83,99,83,99,84,82,89,73
2020-05-14,83.33333333,88,74,83,88,83,78,86,82,78,81,78,100,81,100,86,85,85,64
2020-05-15,81.38888889,88,74,81,81,81,74,85,82,75,79,76,99,80,98,87,84,78,63
2020-05-16,81.22222222,88,75,80,83,79,78,83,81,78,80,79,94,81,90,85,83,78,67
2020-05-17,77.38888889,84,72,77,75,76,76,80,79,76,76,72,90,75,94,81,76,72,62
2020-05-18,88.22222222,97,83,88,89,89,87,94,92,87,85,84,98,86,93,92,85,89,70
2020-05-19,84.61111111,92,78,82,85,81,82,88,86,81,82,86,96,84,98,87,83,81,71
2020-05-20,88,96,81,87,91,88,84,90,86,84,87,86,100,87,100,89,88,85,75
2020-05-21,92.88888889,99,83,92,93,92,93,96,94,91,88,95,100,92,100,95,91,92,86
2020-05-22,89.77777778,97,86,88,87,87,91,93,88,90,85,91,98,90,99,89,82,86,89
2020-05-23,89.5,97,84,88,90,88,90,90,86,86,86,88,100,89,100,89,86,84,90
2020-05-24,82.72222222,93,74,82,83,81,80,85,78,79,79,78,97,79,97,84,79,79,82
2020-05-25,91.88888889,98,87,91,93,91,90,94,90,89,88,90,100,89,100,94,90,89,91
2020-05-26,90.05555556,95,83,87,90,87,90,92,92,88,88,91,99,89,97,91,88,84,90
2020-05-27,86.77777778,91,81,83,85,83,85,90,86,84,84,86,95,89,98,90,84,81,87
2020-05-28,88.94444444,92,82,86,91,86,87,88,85,88,88,88,100,89,100,89,87,85,90
2020-05-29,87.38888889,94,79,85,90,86,83,90,86,82,84,83,100,85,100,89,88,84,85
2020-05-30,95,99,89,94,94,94,96,97,95,96,93,97,100,96,100,95,91,89,95
2020-05-31,87.61111111,94,78,83,84,84,84,92,90,88,82,87,100,87,100,89,83,83,89
2020-06-01,84.29411765,91,74,78,77,79,80,88,85,85,79,82,97,84,100,86,78,90,***
2020-06-02,87.22222222,93,79,82,83,83,88,90,88,87,81,86,99,86,100,88,81,89,87
2020-06-03,81,90,72,76,74,76,76,87,81,80,77,75,95,77,100,85,73,85,79
2020-06-04,80.44444444,89,72,75,74,75,73,85,82,80,74,76,94,78,100,84,73,86,78
2020-06-05,82.05555556,92,73,78,76,78,76,86,83,81,79,75,97,78,100,84,77,86,78
2020-06-06,93,98,86,89,91,91,95,94,92,93,89,94,100,94,97,94,89,94,94
2020-06-07,94.46666667,99,83,91,94,94,97,97,94,96,95,97,***,96,***,95,93,***,96
2020-06-08,93.42857143,***,85,88,93,93,95,97,94,94,93,96,***,96,***,96,92,***,96
2020-06-09,86.3125,93,76,83,87,84,83,95,89,86,84,84,***,85,***,92,86,89,85
2020-06-10,82.23529412,92,71,78,80,80,79,88,86,81,79,78,***,80,97,85,79,86,79
2020-06-11,80.27777778,87,73,76,78,77,77,85,83,77,73,75,83,80,96,83,80,82,80
2020-06-12,79.11111111,85,69,75,77,76,77,82,77,75,75,74,91,77,96,82,78,80,78
2020-06-13,85.38888889,89,77,81,83,83,83,87,81,84,82,83,99,84,100,85,82,89,85
2020-06-14,87.16666667,93,80,84,86,87,88,87,85,83,82,83,98,85,100,88,84,88,88
2020-06-15,82.61111111,90,75,79,80,80,78,86,84,81,75,78,92,78,99,85,81,84,82
2020-06-16,84.61111111,90,73,81,81,83,83,88,86,85,80,82,96,83,100,86,80,82,84
2020-06-17,82.27777778,90,71,77,78,79,77,87,86,83,78,79,92,81,100,83,77,81,82
2020-06-18,81,89,70,77,78,79,75,85,83,81,76,76,93,78,99,84,75,83,77
2020-06-19,79.11764706,86,68,74,73,77,75,82,***,87,73,75,88,79,97,80,72,84,75
2020-06-20,77.875,84,69,74,72,76,73,81,***,***,72,73,88,78,97,80,72,82,75
2020-06-21,79.5,86,72,76,73,77,75,84,***,***,74,72,92,79,100,81,72,85,74
2020-06-22,80.4375,87,71,77,76,78,74,86,***,***,76,75,94,80,100,81,73,83,76
2020-06-23,79.23529412,87,71,77,74,79,73,83,80,***,76,72,93,76,100,80,72,81,73
2020-06-24,80.94117647,87,72,77,76,78,77,86,82,***,76,76,94,79,100,83,74,82,77
2020-06-25,78.29411765,85,68,76,74,77,74,85,79,***,71,72,91,74,100,78,73,78,76
2020-06-26,80.47058824,87,70,77,79,78,74,85,81,***,72,77,95,78,100,82,76,79,78
2020-06-27,80.82352941,88,69,77,81,78,75,84,83,***,73,72,93,76,99,84,81,83,78
2020-06-28,78.47058824,85,69,75,76,75,73,83,79,***,72,71,86,76,97,80,77,82,78
2020-06-29,78.94117647,84,69,74,78,75,73,83,79,***,74,70,89,76,93,84,80,83,78
2020-06-30,79.05882353,83,71,74,75,76,77,81,80,***,72,73,88,79,98,80,79,78,80
2020-07-01,83.11764706,88,75,78,80,80,81,85,78,***,80,81,94,84,100,85,80,81,83
2020-07-02,83.23529412,91,78,79,81,81,81,84,83,***,78,77,95,79,100,84,80,81,83
2020-07-03,88.11111111,96,80,84,86,86,89,90,88,85,83,86,98,86,100,90,83,88,88
2020-07-04,83.55555556,91,77,80,82,81,81,84,83,81,78,77,93,80,100,85,81,87,83
2020-07-05,80.16666667,89,72,77,77,77,75,85,79,81,74,73,91,79,99,81,73,83,78
2020-07-06,79.77777778,90,72,76,75,77,75,84,77,81,72,75,91,80,100,80,71,82,78
2020-07-07,81.88888889,93,74,77,75,79,75,86,82,83,76,79,92,86,100,80,73,85,79
2020-07-08,82.27777778,91,73,79,77,81,78,88,82,81,78,76,96,82,100,82,73,87,77
2020-07-09,81.27777778,92,74,79,75,80,76,87,82,80,77,73,96,78,100,79,73,88,74
2020-07-10,80.27777778,90,71,75,75,77,73,86,82,81,72,76,94,75,100,81,74,88,75
2020-07-11,78.88888889,89,69,76,75,77,73,84,81,77,70,71,91,72,100,80,74,85,76
2020-07-12,78.22222222,88,69,75,74,76,75,84,80,74,68,70,88,74,97,80,79,80,77
2020-07-13,77.66666667,86,69,74,74,76,75,82,78,75,74,72,85,76,93,81,75,78,75
2020-07-14,76.72222222,85,70,75,71,76,75,79,76,74,74,70,87,75,98,79,69,77,71
2020-07-15,75.38888889,87,67,74,69,76,70,78,76,73,73,68,88,72,99,75,66,77,69
2020-07-16,77.33333333,87,68,76,72,76,70,82,78,77,75,70,91,73,100,78,69,80,70
2020-07-17,79.05555556,86,69,75,77,77,74,82,81,76,75,72,92,75,99,81,75,85,72
2020-07-18,76.38888889,85,68,75,71,76,74,79,77,74,70,69,87,73,98,78,69,81,71
2020-07-19,78,87,70,75,74,76,72,81,79,76,73,70,91,73,100,81,72,81,73
2020-07-20,79.5,90,71,77,76,78,75,83,79,76,73,72,89,75,99,82,78,81,77
2020-07-21,79.72222222,88,69,76,79,77,74,80,79,74,76,75,90,75,99,82,81,86,75
2020-07-22,82.16666667,87,73,79,83,81,78,82,78,79,79,78,93,80,99,85,80,86,79
2020-07-23,76.83333333,84,68,73,75,74,74,80,76,70,73,70,86,77,91,82,78,78,74
2020-07-24,76.88888889,85,68,74,72,75,75,81,77,74,73,70,86,74,92,80,73,80,75
2020-07-25,77.11111111,87,67,75,72,77,75,83,78,74,74,69,88,73,88,79,72,83,74
2020-07-26,76.72222222,86,67,74,70,76,73,80,78,74,74,69,89,73,97,78,68,82,73
2020-07-27,78.94444444,90,68,75,76,76,72,82,81,78,74,74,90,77,99,80,72,82,75
2020-07-28,76.27777778,85,66,73,74,73,73,82,76,72,72,69,84,72,94,78,74,83,73
2020-07-29,80.38888889,85,70,77,77,79,79,82,77,81,76,82,91,80,96,79,75,79,82
2020-07-30,77.22222222,83,70,75,77,76,72,79,72,73,74,72,90,75,92,80,75,83,72
2020-07-31,87.83333333,94,82,84,86,86,89,89,82,84,81,86,98,88,99,89,82,94,88
2020-08-01,89.27777778,97,84,87,87,88,95,87,82,87,84,91,100,89,96,87,83,91,92
2020-08-02,90.94444444,96,86,89,90,90,94,92,85,91,86,91,100,89,97,88,85,95,93
2020-08-03,94.66666667,99,88,93,94,94,97,95,92,96,92,96,100,94,98,93,89,98,96
2020-08-04,90.16666667,97,81,87,92,88,90,91,87,89,88,88,100,89,98,90,84,94,90
2020-08-05,91,98,85,88,89,90,94,92,89,89,87,92,99,89,98,89,84,94,92
2020-08-06,87,95,76,85,88,85,88,88,81,82,84,83,98,86,97,87,83,93,87
2020-08-07,83.83333333,91,72,80,86,81,82,85,76,79,80,77,98,84,94,84,83,93,84
2020-08-08,81.22222222,91,73,76,81,77,79,82,75,78,76,74,93,81,89,84,81,89,83
2020-08-09,80.27777778,88,71,76,81,77,75,83,80,78,77,74,90,81,86,83,80,87,78
2020-08-10,80.77777778,88,70,76,79,77,78,83,79,78,77,76,90,83,93,83,78,86,80
2020-08-11,83.38888889,91,73,78,81,80,79,85,80,80,77,78,95,85,98,87,82,88,84
2020-08-12,91.72222222,98,86,88,89,89,95,91,89,93,85,92,99,91,100,91,87,94,94
2020-08-13,89.05555556,97,82,86,85,86,91,88,84,85,85,90,97,90,100,90,85,92,90
2020-08-14,83.88888889,91,75,80,82,80,81,84,83,83,80,80,92,87,95,85,81,88,83
2020-08-15,82.27777778,91,71,76,77,77,81,82,79,79,79,79,90,92,95,84,80,85,84
2020-08-16,82.05555556,89,73,76,81,77,82,81,76,77,79,75,96,86,96,83,80,87,83
2020-08-17,88.5,95,77,84,87,83,90,86,83,88,85,86,97,93,99,91,85,93,91
2020-08-18,89.55555556,96,82,85,87,84,91,91,83,91,87,90,95,92,97,89,85,95,92
2020-08-19,92.55555556,100,84,91,91,92,95,94,90,88,86,90,100,91,100,92,90,99,93
2020-08-20,86.27777778,93,75,83,85,83,84,87,80,82,81,80,98,89,99,86,84,97,87
2020-08-21,83.88888889,92,74,77,80,78,85,86,81,82,79,80,91,90,93,85,81,92,84
2020-08-22,82.33333333,90,71,77,78,78,81,85,80,81,77,86,84,93,84,83,80,89,85
2020-08-23,80.94444444,89,69,77,79,77,77,83,80,78,76,77,92,87,84,83,80,89,80
2020-08-24,80,88,73,76,74,78,77,83,79,78,75,73,92,80,94,81,74,87,78
2020-08-25,79.44444444,88,72,77,72,79,78,82,78,78,75,71,95,75,98,80,71,85,76
2020-08-26,83.72222222,92,74,81,79,83,80,87,85,84,79,77,96,80,99,85,77,91,78
2020-08-27,87.33333333,94,77,83,88,84,81,89,84,87,84,83,97,88,98,92,89,92,82
2020-08-28,84.05555556,94,74,82,85,84,79,86,86,83,77,79,92,82,88,85,84,92,81
2020-08-29,80.33333333,92,67,77,79,80,75,84,81,81,76,77,87,79,81,84,80,88,78
2020-08-30,81.70588235,***,69,80,79,79,78,85,80,81,79,84,93,84,85,83,80,89,81
2020-08-31,80.88888889,93,68,76,75,75,77,85,77,84,76,80,87,82,96,82,75,88,80
2020-09-01,81.5,89,69,76,78,76,79,84,82,86,76,83,85,82,91,85,79,87,80
2020-09-02,81.11111111,87,71,77,81,77,81,81,81,83,76,83,78,88,83,86,80,85,82
2020-09-03,83.22222222,92,68,78,84,79,80,85,86,84,81,82,94,83,83,89,83,87,80
2020-09-04,86.44444444,93,74,82,83,83,86,86,83,84,85,83,99,87,94,89,85,91,89
2020-09-05,87.66666667,95,77,83,85,84,88,88,86,85,83,82,100,86,97,88,85,95,91
2020-09-06,85.72222222,93,73,80,80,82,80,86,84,85,84,84,100,87,95,89,85,92,84
2020-09-07,87.66666667,96,79,82,83,83,82,87,86,88,84,83,100,88,98,90,88,95,86
2020-09-08,93.05555556,99,85,91,88,91,93,95,90,92,90,91,100,93,98,94,93,98,94
2020-09-09,91.11111111,98,80,86,87,86,89,92,90,93,88,88,100,93,96,92,92,96,94
2020-09-10,88.94444444,96,79,83,81,83,90,93,87,90,84,88,99,90,98,90,87,92,91
2020-09-11,87.05555556,95,74,81,80,82,86,92,86,88,83,86,100,89,97,90,83,88,87
2020-09-12,88.27777778,92,79,85,82,85,89,88,86,90,86,88,98,91,97,88,87,89,89
2020-09-13,85.88888889,92,77,83,80,82,87,85,81,85,83,83,100,87,95,86,83,91,86
2020-09-14,86.83333333,93,76,85,81,86,87,86,82,85,84,82,100,85,100,85,84,96,86
2020-09-15,93.27777778,99,86,92,87,94,96,93,89,92,89,93,100,93,100,91,91,99,95
2020-09-16,85.55555556,91,75,85,80,84,86,84,77,84,81,83,100,85,99,85,85,91,85
2020-09-17,89.05555556,95,82,87,82,88,91,89,83,87,83,89,100,91,100,87,86,93,90
2020-09-18,90.61111111,97,85,88,82,88,96,89,84,89,86,91,100,94,100,88,88,92,94
2020-09-19,92,98,84,92,85,91,93,88,88,90,88,95,100,95,100,92,88,95,94
2020-09-20,87.38888889,95,77,83,81,83,89,86,84,87,83,86,99,89,99,86,85,92,89
2020-09-21,91.05555556,95,81,91,85,91,93,89,89,93,88,89,100,92,100,89,88,93,93
2020-09-22,84.66666667,91,74,82,76,81,87,83,78,83,81,82,100,85,100,85,82,86,88
2020-09-23,82.05555556,88,72,77,74,78,83,78,76,80,78,77,99,83,98,86,80,86,84
2020-09-24,83.88888889,91,76,80,81,78,83,83,86,80,79,77,100,83,98,83,81,88,83
2020-09-25,81.05555556,87,72,76,75,76,81,79,80,78,78,75,100,79,97,79,80,84,83
2020-09-26,79.61111111,84,70,76,72,77,81,76,74,76,77,74,100,76,100,76,80,82,82
2020-09-27,82.33333333,85,73,81,77,81,81,80,79,79,80,76,100,80,100,79,83,87,81
2020-09-28,87.77777778,92,80,87,82,88,88,88,85,84,86,84,100,86,100,84,86,93,87
2020-09-29,88.22222222,98,78,89,86,89,87,89,88,82,84,80,100,82,100,88,86,93,89
2020-09-30,89.5,96,81,88,82,88,88,88,86,91,87,90,100,90,100,87,88,90,91
2020-10-01,79.27777778,87,71,77,71,77,81,80,73,76,74,73,100,73,99,74,78,83,80
2020-10-02,77.38888889,81,65,75,71,75,77,75,71,72,74,72,100,74,94,79,79,81,78
2020-10-03,79.22222222,84,67,75,74,75,78,77,75,76,77,75,98,77,91,82,81,83,81
2020-10-04,82,85,71,78,76,77,81,79,78,83,80,80,99,82,92,85,84,81,85
2020-10-05,83.61111111,90,73,79,76,80,86,82,78,82,80,83,100,83,98,80,83,84,88
2020-10-06,80.05555556,86,70,78,77,77,76,82,75,78,74,74,100,76,100,78,79,84,77
2020-10-07,74.38888889,80,64,70,68,69,71,76,69,71,70,69,100,68,99,70,74,79,72
2020-10-08,70.16666667,74,60,67,62,64,67,72,67,67,66,65,100,65,93,65,69,73,67
2020-10-09,66.38888889,71,58,64,60,60,65,68,64,63,62,60,90,60,86,63,66,70,65
2020-10-10,71.5,77,60,69,65,67,68,72,66,68,68,66,92,70,89,73,72,72,73
2020-10-11,75.55555556,78,67,73,66,71,76,74,68,75,73,73,94,76,89,78,77,73,79
2020-10-12,74.66666667,77,64,72,67,71,74,74,68,70,71,71,95,73,92,78,75,78,74
2020-10-13,87.83333333,89,81,86,79,86,94,87,83,88,82,89,100,90,100,82,84,89,92
2020-10-14,80.83333333,83,74,80,72,79,85,79,76,78,76,78,100,77,100,74,81,84,79
2020-10-15,73.88888889,76,64,73,65,71,73,74,69,71,70,69,97,71,96,69,75,76,71
2020-10-16,73.27777778,76,63,71,66,69,72,75,67,70,72,69,91,72,91,72,75,77,71
2020-10-17,74.66666667,77,65,72,66,71,74,78,68,74,71,72,89,73,97,74,74,76,73
2020-10-18,73.94444444,79,65,73,68,72,71,78,69,71,71,68,87,69,94,75,76,75,70
2020-10-19,70.5,76,62,70,65,66,67,76,66,67,67,65,85,65,95,68,71,72,66
2020-10-20,68.77777778,75,62,68,62,64,66,74,66,66,65,64,79,64,92,65,70,71,65
2020-10-21,64.66666667,67,59,63,56,60,64,71,59,63,61,62,76,60,90,59,63,66,65
2020-10-22,60.77777778,62,53,60,53,56,59,66,57,58,58,56,73,55,88,56,61,65,58
2020-10-23,51.11111111,54,39,51,45,44,45,57,45,47,49,45,57,45,95,50,51,56,45
2020-10-24,52.58823529,57,41,55,49,49,48,59,50,50,51,47,62,54,***,56,56,60,50
2020-10-25,66.70588235,70,56,69,60,67,64,70,63,63,67,63,83,69,***,65,71,69,65
2020-10-26,75.47058824,79,68,76,67,75,75,78,71,72,74,71,92,77,***,77,80,77,74
2020-10-27,73.77777778,74,64,73,65,71,74,77,66,69,72,71,88,77,84,73,77,78,75
2020-10-28,80.5,84,74,78,73,78,82,82,73,76,77,80,90,82,92,80,81,86,81
2020-10-29,79.33333333,78,71,74,72,72,85,81,69,76,78,81,89,83,96,83,79,80,81
2020-10-30,80.88888889,83,72,78,72,78,81,84,75,78,80,79,96,81,98,81,82,79,79
2020-10-31,74.44444444,74,65,71,66,71,76,74,68,72,74,75,88,78,94,74,75,70,75
2020-11-01,75.22222222,75,66,72,67,71,78,77,70,74,74,75,84,76,88,80,76,72,79
2020-11-02,68.44444444,72,58,64,62,60,68,73,62,68,70,70,75,72,80,69,69,71,69
2020-11-03,70.27777778,73,59,69,62,68,66,75,66,65,71,67,86,67,93,69,72,72,65
2020-11-04,71.33333333,74,64,69,60,68,68,75,63,69,75,71,87,71,91,73,73,65,68
2020-11-05,70.5,71,60,69,61,66,69,72,65,64,70,69,90,71,85,74,72,71,70
2020-11-06,72.27777778,72,63,68,63,65,72,75,70,73,73,72,85,74,76,74,73,74,79
2020-11-07,58.16666667,60,51,56,50,50,58,63,55,55,59,55,81,53,64,54,55,65,63
2020-11-08,58.27777778,64,46,59,55,54,49,64,55,51,58,48,83,53,69,56,61,75,49
2020-11-09,58.38888889,64,46,60,53,56,49,64,57,53,59,49,83,54,66,60,62,65,51
2020-11-10,58.33333333,63,43,61,54,55,51,63,57,50,57,49,81,56,67,66,60,65,52
2020-11-11,68.55555556,69,56,68,64,66,63,71,64,66,68,62,87,71,78,75,71,67,68
2020-11-12,67.27777778,70,55,66,68,62,63,71,64,67,67,64,81,71,60,72,70,70,70
2020-11-13,62.83333333,65,48,62,64,54,57,67,63,63,63,59,77,68,62,66,62,70,61
2020-11-14,69,70,55,65,69,63,66,71,62,71,66,63,83,70,82,73,67,79,67
2020-11-15,78.33333333,77,70,77,78,75,77,78,71,74,78,75,93,78,92,79,81,81,76
2020-11-16,77.44444444,76,68,75,76,72,78,78,70,75,76,75,87,78,91,80,81,80,78
2020-11-17,78.61111111,78,69,78,80,76,74,80,72,73,76,73,94,76,97,77,82,85,75
2020-11-18,81.27777778,84,72,81,82,79,77,84,76,75,80,75,93,79,96,79,86,89,76
2020-11-19,88.22222222,92,79,86,91,86,87,90,86,84,87,82,97,86,93,89,94,94,85
2020-11-20,86.33333333,91,77,84,86,83,85,89,83,83,83,80,96,84,94,86,92,92,86
2020-11-21,88.44444444,91,81,88,89,89,84,89,84,84,88,84,100,88,99,85,91,93,85
2020-11-22,83.77777778,86,76,83,85,80,81,85,78,79,83,78,95,81,95,84,88,89,82
2020-11-23,87.27777778,87,78,84,86,85,85,87,81,88,86,86,100,92,99,85,89,87,86
2020-11-24,79.72222222,82,72,79,78,78,76,81,75,78,78,74,95,78,95,76,82,82,76
2020-11-25,78.11111111,80,71,77,78,75,75,81,71,74,77,74,92,77,90,78,81,81,74
2020-11-26,78.22222222,82,69,77,80,74,74,81,73,75,77,75,85,78,85,81,84,81,77
2020-11-27,70.83333333,72,61,70,72,65,66,75,67,67,70,64,84,68,90,71,73,75,65
2020-11-28,68.5,70,58,68,69,63,64,73,64,65,67,62,83,64,92,67,69,71,64
2020-11-29,63.72222222,65,55,64,63,58,58,68,59,60,65,58,78,60,82,63,65,68,58
2020-11-30,66,66,55,65,65,59,61,71,61,64,65,60,81,64,86,67,68,69,61
2020-12-01,67.83333333,70,56,66,68,60,62,72,64,66,67,64,79,67,85,72,68,70,65
2020-12-02,67.44444444,67,57,65,68,60,63,71,60,67,67,66,80,69,84,67,67,68,68
2020-12-03,65.33333333,66,57,64,63,59,62,69,57,63,65,61,81,62,88,62,66,68,63
2020-12-04,63.5,65,55,63,61,57,61,67,56,61,63,59,79,61,83,60,65,67,60
2020-12-05,63.77777778,63,54,63,61,56,61,65,58,63,64,62,76,64,79,67,64,65,63
2020-12-06,70.38888889,71,58,69,73,64,65,71,66,68,72,68,79,75,82,73,74,71,68
2020-12-07,65.5,65,58,63,65,56,65,68,61,64,65,65,72,69,73,68,65,70,67
2020-12-08,63.44444444,67,56,64,63,57,60,66,58,60,63,58,76,60,80,62,64,68,60
2020-12-09,71.88888889,75,61,71,72,68,66,72,67,66,72,67,86,68,91,73,75,77,67
2020-12-10,77.55555556,84,68,78,78,74,73,79,74,74,76,72,87,73,88,82,80,83,73
2020-12-11,83.16666667,87,76,82,83,81,81,83,78,80,82,80,95,79,92,84,89,86,79
2020-12-12,85.44444444,89,74,84,86,84,81,85,83,82,84,81,98,82,96,87,88,90,84
2020-12-13,79.66666667,81,69,78,81,76,76,79,73,75,78,75,93,76,98,81,82,87,76
2020-12-14,82.55555556,85,77,80,79,79,80,83,76,81,81,78,97,79,99,82,85,85,80
2020-12-15,73.38888889,75,64,72,72,69,66,75,68,70,70,68,92,68,99,71,78,77,67
2020-12-16,72.33333333,74,64,71,70,68,66,74,67,69,67,67,90,68,98,70,76,76,67
2020-12-17,72.27777778,74,64,71,71,67,67,74,67,69,68,68,88,67,98,71,75,74,68
2020-12-18,67.5,68,61,68,66,62,65,70,61,65,62,64,82,63,88,65,70,71,64
2020-12-19,62.11111111,63,54,63,60,56,59,65,56,59,57,57,78,57,83,60,65,68,58
2020-12-20,56.88888889,59,49,59,55,51,53,60,53,53,53,51,72,51,78,54,60,62,51
2020-12-21,55.33333333,58,48,58,53,49,52,59,49,51,51,51,67,52,71,56,58,60,53
2020-12-22,64.38888889,69,54,66,64,61,60,67,61,59,60,60,76,65,70,68,69,70,60
2020-12-23,82.22222222,85,69,83,84,81,76,84,77,78,80,79,95,79,93,86,87,87,77
2020-12-24,76.33333333,78,70,76,78,72,74,78,80,72,70,71,84,69,92,77,77,83,73
2020-12-25,78.38888889,80,70,77,77,74,75,78,73,74,75,74,96,75,99,77,80,82,75
2020-12-26,75,78,63,79,80,75,70,78,68,68,72,69,89,71,74,79,83,83,71
2020-12-27,72,75,62,71,72,67,70,74,67,74,72,75,69,72,63,79,81,78,75
2020-12-28,72.11111111,74,61,69,72,65,65,72,68,72,75,73,77,72,78,79,77,76,73
2020-12-29,76.44444444,79,68,75,77,72,76,79,72,74,73,73,81,73,85,79,83,81,76
2020-12-30,48.72222222,53,43,50,45,41,46,53,42,47,46,43,61,44,67,46,49,56,45
2020-12-31,32.05882353,39,21,37,33,23,25,39,28,32,32,27,41,35,***,29,35,43,26
2021-01-01,39,46,27,40,38,27,31,44,38,36,43,37,40,47,***,45,39,45,40
2021-01-02,51.76470588,54,39,52,51,41,42,50,48,52,56,55,55,61,***,64,52,55,53
2021-01-03,62.52941176,66,52,65,64,57,61,66,54,58,61,62,68,65,***,66,69,68,61
2021-01-04,60.64705882,72,47,66,64,59,52,65,59,53,57,53,69,58,***,68,67,69,53
2021-01-05,63.27777778,74,44,65,68,60,57,69,63,57,60,60,65,63,56,72,71,74,61
2021-01-06,70.88888889,75,58,72,71,69,64,74,69,63,69,62,89,64,95,72,72,74,64
2021-01-07,67.55555556,69,59,67,64,62,62,69,62,64,66,62,83,64,96,63,70,71,63
2021-01-08,51,52,44,52,49,42,48,52,44,45,49,43,65,43,92,42,52,58,46
2021-01-09,32.11764706,39,20,38,34,23,29,37,28,27,32,29,39,29,***,33,37,42,30
2021-01-10,34.29411765,41,24,40,35,26,32,40,30,29,35,30,43,32,***,33,37,45,31
2021-01-11,40.58823529,46,35,44,39,34,41,47,35,39,39,39,51,40,***,31,41,47,42
2021-01-12,32.64705882,36,26,33,29,19,33,38,25,31,34,38,30,37,***,32,33,36,45
2021-01-13,50.47058824,54,35,48,49,35,43,53,49,51,58,57,39,60,***,64,54,50,59
2021-01-14,57.82352941,62,42,55,57,47,56,61,55,58,63,63,43,61,***,67,62,64,67
2021-01-15,65.5,69,58,59,65,54,64,65,62,68,69,66,65,64,64,72,73,72,70
2021-01-16,71.05555556,71,64,68,71,64,65,71,69,72,75,72,76,71,71,74,75,77,73
2021-01-17,56.38888889,59,50,58,55,51,54,60,53,52,55,50,69,52,74,51,57,62,53
2021-01-18,51,56,39,53,53,46,45,56,52,48,52,46,60,49,52,53,57,53,48
